2025-11-03 00:03:42 | INFO     | src.modules.role_context.context_analyzer:create_role_context:45 - Created context for role: Marketing Director
2025-11-03 00:03:42 | INFO     | src.modules.insight_generation.generator:generate_insights:34 - Generating insights for structured data
2025-11-03 00:03:42 | INFO     | src.modules.insight_generation.statistical_analyzer:detect_trends:127 - Detected decreasing trend in quantity
2025-11-03 00:03:42 | INFO     | src.modules.insight_generation.statistical_analyzer:detect_trends:127 - Detected decreasing trend in unit_price
2025-11-03 00:03:42 | INFO     | src.modules.insight_generation.statistical_analyzer:detect_trends:127 - Detected decreasing trend in total_amount
2025-11-03 00:03:42 | INFO     | src.modules.insight_generation.statistical_analyzer:detect_anomalies:234 - Detected 0 anomalies in quantity
2025-11-03 00:03:42 | INFO     | src.modules.insight_generation.statistical_analyzer:detect_anomalies:234 - Detected 0 anomalies in unit_price
2025-11-03 00:03:42 | INFO     | src.modules.insight_generation.statistical_analyzer:detect_correlations:338 - Detected 2 correlations
2025-11-03 00:03:42 | INFO     | src.modules.insight_generation.statistical_analyzer:compare_groups:439 - Generated 2 comparisons
2025-11-03 00:03:42 | INFO     | src.modules.insight_generation.generator:_filter_for_role:153 - Filtered to 2 insights for role
2025-11-03 00:03:42 | INFO     | src.modules.insight_generation.generator:generate_insights:59 - Generated 2 insights
2025-11-03 00:13:42 | INFO     | src.utils.logger:setup_logger:43 - Logger initialized successfully
2025-11-03 00:13:46 | INFO     | src.modules.input_processing.processor:__init__:22 - Initializing InputProcessor
2025-11-03 00:13:46 | INFO     | src.modules.input_processing.structured_processor:__init__:23 - StructuredDataProcessor initialized
2025-11-03 00:13:46 | INFO     | src.modules.input_processing.text_processor:__init__:24 - Initializing TextDataProcessor
2025-11-03 00:13:46 | INFO     | src.modules.input_processing.text_processor:__init__:29 - Loaded spaCy model: en_core_web_sm
2025-11-03 00:13:47 | INFO     | src.modules.input_processing.text_processor:__init__:43 - Loaded sentiment analysis model
2025-11-03 00:13:47 | INFO     | src.modules.input_processing.image_processor:__init__:23 - Initializing ImageDataProcessor
2025-11-03 00:13:47 | INFO     | src.modules.input_processing.processor:__init__:38 - InputProcessor initialized successfully
2025-11-03 00:13:47 | INFO     | src.modules.role_context.role_repository:__init__:19 - RoleRepository initialized with 5 roles
2025-11-03 00:13:47 | INFO     | src.modules.role_context.context_analyzer:__init__:21 - RoleContextAnalyzer initialized
2025-11-03 00:13:47 | INFO     | src.modules.insight_generation.statistical_analyzer:__init__:23 - StatisticalAnalyzer initialized
2025-11-03 00:13:47 | INFO     | src.modules.insight_generation.generator:__init__:24 - InsightGenerator initialized
2025-11-03 00:13:47 | INFO     | src.modules.conversational_interface.query_processor:__init__:21 - QueryProcessor initialized
2025-11-03 00:13:47 | INFO     | src.modules.conversational_interface.llm_handler:__init__:22 - LLMQueryHandler initialized with model: mistral
2025-11-03 00:13:47 | INFO     | src.modules.conversational_interface.manager:__init__:27 - ConversationManager initialized with LLM support
2025-11-03 00:13:47 | INFO     | src.modules.feedback_learning.collector:__init__:22 - FeedbackCollector initialized
2025-11-03 00:13:47 | INFO     | src.modules.feedback_learning.learning_engine:__init__:23 - LearningEngine initialized
2025-11-03 00:13:47 | INFO     | src.modules.conversational_interface.manager:create_session:43 - Created conversation session: session_d4072bce
2025-11-03 00:14:15 | INFO     | src.utils.sample_data_generator:__init__:21 - Sample data will be saved to: /Users/thecodess/Documents/personal_projects/Cognivue/code/31102025/cognivue/intelligent-report-system/data/sample
2025-11-03 00:14:15 | INFO     | src.utils.sample_data_generator:generate_sales_data:25 - Generating sales data with 986 rows
2025-11-03 00:14:15 | INFO     | src.utils.sample_data_generator:generate_sales_data:50 - Sales data saved to: /Users/thecodess/Documents/personal_projects/Cognivue/code/31102025/cognivue/intelligent-report-system/data/sample/sales_data.csv
2025-11-03 00:14:15 | INFO     | src.modules.input_processing.processor:process_file:49 - Processing file: /Users/thecodess/Documents/personal_projects/Cognivue/code/31102025/cognivue/intelligent-report-system/data/sample/sales_data.csv (type: .csv)
2025-11-03 00:14:15 | INFO     | src.modules.input_processing.structured_processor:process_csv:28 - Processing CSV file: /Users/thecodess/Documents/personal_projects/Cognivue/code/31102025/cognivue/intelligent-report-system/data/sample/sales_data.csv
2025-11-03 00:14:15 | INFO     | src.modules.input_processing.structured_processor:process_csv:57 - Successfully processed CSV with 986 rows and 7 columns
2025-11-03 00:14:22 | INFO     | src.modules.role_context.context_analyzer:create_role_context:45 - Created context for role: Marketing Director
2025-11-03 00:14:22 | INFO     | src.modules.insight_generation.generator:generate_insights:34 - Generating insights for structured data
2025-11-03 00:14:22 | INFO     | src.modules.insight_generation.statistical_analyzer:detect_trends:127 - Detected decreasing trend in quantity
2025-11-03 00:14:22 | INFO     | src.modules.insight_generation.statistical_analyzer:detect_trends:127 - Detected increasing trend in unit_price
2025-11-03 00:14:22 | INFO     | src.modules.insight_generation.statistical_analyzer:detect_trends:127 - Detected increasing trend in total_amount
2025-11-03 00:14:22 | INFO     | src.modules.insight_generation.statistical_analyzer:detect_anomalies:234 - Detected 0 anomalies in quantity
2025-11-03 00:14:22 | INFO     | src.modules.insight_generation.statistical_analyzer:detect_anomalies:234 - Detected 0 anomalies in unit_price
2025-11-03 00:14:22 | INFO     | src.modules.insight_generation.statistical_analyzer:detect_correlations:338 - Detected 2 correlations
2025-11-03 00:14:22 | INFO     | src.modules.insight_generation.statistical_analyzer:compare_groups:439 - Generated 2 comparisons
2025-11-03 00:14:22 | INFO     | src.modules.insight_generation.generator:_filter_for_role:165 - Starting filter with 7 insights for role marketing_director
2025-11-03 00:14:22 | INFO     | src.modules.insight_generation.generator:_filter_for_role:166 - Role requirements - min_confidence: 0.75, types: ['trend', 'comparison', 'anomaly', 'forecast']
2025-11-03 00:14:22 | DEBUG    | src.modules.insight_generation.generator:_filter_for_role:172 - Filtered out 'Decreasing Trend in quantity' - confidence 0.01 below 0.65
2025-11-03 00:14:22 | DEBUG    | src.modules.insight_generation.generator:_filter_for_role:172 - Filtered out 'Increasing Trend in unit_price' - confidence 0.02 below 0.65
2025-11-03 00:14:22 | DEBUG    | src.modules.insight_generation.generator:_filter_for_role:172 - Filtered out 'Increasing Trend in total_amount' - confidence 0.01 below 0.65
2025-11-03 00:14:22 | DEBUG    | src.modules.insight_generation.generator:_filter_for_role:237 - Filtered out 'Positive Correlation: quantity & total_amount' - type 'correlation' doesn't match requirements
2025-11-03 00:14:22 | DEBUG    | src.modules.insight_generation.generator:_filter_for_role:172 - Filtered out 'Positive Correlation: unit_price & total_amount' - confidence 0.63 below 0.65
2025-11-03 00:14:22 | DEBUG    | src.modules.insight_generation.generator:_filter_for_role:243 - Accepted insight: '2025-07-20 vs 2025-04-20 in quantity' (type: comparison, confidence: 0.90)
2025-11-03 00:14:22 | DEBUG    | src.modules.insight_generation.generator:_filter_for_role:243 - Accepted insight: '2025-04-20 vs 2025-01-28 in quantity' (type: comparison, confidence: 0.90)
2025-11-03 00:14:22 | INFO     | src.modules.insight_generation.generator:_filter_for_role:245 - Filtered to 2 insights for role (from 7 total)
2025-11-03 00:14:22 | INFO     | src.modules.insight_generation.generator:generate_insights:59 - Generated 2 insights
2025-11-03 00:15:02 | INFO     | src.modules.role_context.context_analyzer:create_role_context:45 - Created context for role: Chief Financial Officer
2025-11-03 00:15:02 | INFO     | src.modules.insight_generation.generator:generate_insights:34 - Generating insights for structured data
2025-11-03 00:15:02 | INFO     | src.modules.insight_generation.statistical_analyzer:detect_trends:127 - Detected decreasing trend in quantity
2025-11-03 00:15:02 | INFO     | src.modules.insight_generation.statistical_analyzer:detect_trends:127 - Detected increasing trend in unit_price
2025-11-03 00:15:02 | INFO     | src.modules.insight_generation.statistical_analyzer:detect_trends:127 - Detected increasing trend in total_amount
2025-11-03 00:15:02 | INFO     | src.modules.insight_generation.statistical_analyzer:detect_anomalies:234 - Detected 0 anomalies in quantity
2025-11-03 00:15:02 | INFO     | src.modules.insight_generation.statistical_analyzer:detect_anomalies:234 - Detected 0 anomalies in unit_price
2025-11-03 00:15:02 | INFO     | src.modules.insight_generation.statistical_analyzer:detect_correlations:338 - Detected 2 correlations
2025-11-03 00:15:02 | INFO     | src.modules.insight_generation.statistical_analyzer:compare_groups:439 - Generated 2 comparisons
2025-11-03 00:15:02 | INFO     | src.modules.insight_generation.generator:_filter_for_role:165 - Starting filter with 7 insights for role cfo
2025-11-03 00:15:02 | INFO     | src.modules.insight_generation.generator:_filter_for_role:166 - Role requirements - min_confidence: 0.8, types: ['trend', 'strategic_risk', 'opportunity', 'high_level_comparison']
2025-11-03 00:15:02 | DEBUG    | src.modules.insight_generation.generator:_filter_for_role:172 - Filtered out 'Decreasing Trend in quantity' - confidence 0.01 below 0.70
2025-11-03 00:15:02 | DEBUG    | src.modules.insight_generation.generator:_filter_for_role:172 - Filtered out 'Increasing Trend in unit_price' - confidence 0.02 below 0.70
2025-11-03 00:15:02 | DEBUG    | src.modules.insight_generation.generator:_filter_for_role:172 - Filtered out 'Increasing Trend in total_amount' - confidence 0.01 below 0.70
2025-11-03 00:15:02 | DEBUG    | src.modules.insight_generation.generator:_filter_for_role:172 - Filtered out 'Positive Correlation: quantity & total_amount' - confidence 0.68 below 0.70
2025-11-03 00:15:02 | DEBUG    | src.modules.insight_generation.generator:_filter_for_role:172 - Filtered out 'Positive Correlation: unit_price & total_amount' - confidence 0.63 below 0.70
